cluster_id,signal_count,state_ratio,state_count,category_count,source_count,source_type_count,span_hours,burstiness,has_state,has_trusted,is_mixed,label,label_source,label_confidence,hostile_narrative,operation,is_state_origin
5391,3,1.0,3,1,1,1,205.98,-0.0276,1,0,0,unlabeled,unlabeled,0,,,True
5392,2,0.0,0,1,1,2,1.84,-1.0,0,1,0,unlabeled,unlabeled,0,,,False
5393,2,0.0,0,1,2,1,0.0,-1.0,0,1,0,unlabeled,unlabeled,0,,,False
5394,2,0.0,0,0,1,2,61.72,-1.0,0,0,0,unlabeled,unlabeled,0,,,False
5395,7,0.0,0,2,2,1,166.76,0.2884,0,1,0,unlabeled,unlabeled,0,,,False
5396,2,0.0,0,1,2,1,0.0,-1.0,0,1,0,unlabeled,unlabeled,0,,,False
5397,2,0.0,0,1,2,2,19.13,-1.0,0,1,0,unlabeled,unlabeled,0,,,False
5398,6,0.0,0,1,4,2,51.82,0.311,0,1,0,unlabeled,unlabeled,0,,,False
5399,7,0.0,0,2,3,2,53.22,-0.0199,0,1,0,unlabeled,unlabeled,0,,,False
5400,1,0.0,0,1,1,1,0,0,0,1,0,unlabeled,unlabeled,0,,,
5401,1,1.0,1,1,1,1,0,0,1,0,0,unlabeled,unlabeled,0,,,
5402,1,1.0,1,1,1,1,0,0,1,0,0,unlabeled,unlabeled,0,,,
5403,2,0.0,0,1,2,1,0.0,-1.0,0,1,0,unlabeled,unlabeled,0,,,False
5404,1,1.0,1,1,1,1,0,0,1,0,0,unlabeled,unlabeled,0,,,
5405,1,1.0,1,1,1,1,0,0,1,0,0,unlabeled,unlabeled,0,,,
5406,4,1.0,4,1,1,1,26.87,-0.0204,1,0,0,unlabeled,unlabeled,0,,,True
5407,2,0.0,0,0,0,1,22.61,-1.0,0,0,0,unlabeled,unlabeled,0,,,False
5408,1,0.0,0,0,0,1,0,0,0,0,0,unlabeled,unlabeled,0,,,
5409,10,0.9,9,2,1,1,166.31,0.0821,1,1,1,unlabeled,unlabeled,0,,,True
5410,2,0.0,0,1,2,1,0.0,-1.0,0,1,0,unlabeled,unlabeled,0,,,False
5411,5,0.2,1,2,2,2,89.04,0.1134,1,1,1,unlabeled,unlabeled,0,,,True
5412,5,0.0,0,3,1,1,119.0,-0.1429,0,1,0,unlabeled,unlabeled,0,,,False
5413,4,0.25,1,2,3,2,17.0,0.0561,1,1,1,unlabeled,unlabeled,0,,,False
5414,3,0.0,0,1,2,1,25.0,0.0,0,1,0,unlabeled,unlabeled,0,,,False
5415,2,0.0,0,2,1,1,77.45,-1.0,0,1,0,unlabeled,unlabeled,0,,,False
5416,1,0.0,0,0,1,1,0,0,0,0,0,unlabeled,unlabeled,0,,,
5417,7,0.4286,3,1,1,2,11.77,0.1049,1,0,0,unlabeled,unlabeled,0,,,True
5418,15,0.0,0,1,9,3,81.26,0.4581,0,1,0,unlabeled,unlabeled,0,,,False
5419,2,0.5,1,2,1,1,5.15,-1.0,1,1,1,clean,framing_analysis,0.8,,,True
5420,3,0.0,0,2,2,1,150.31,0.0,0,1,0,unlabeled,unlabeled,0,,,False
5421,3,0.0,0,0,3,2,46.52,-0.0108,0,0,0,unlabeled,unlabeled,0,,,False
5422,1,0.0,0,0,0,1,0,0,0,0,0,unlabeled,unlabeled,0,,,
5423,2,0.0,0,1,1,1,3.56,-1.0,0,1,0,unlabeled,unlabeled,0,,,False
5424,6,0.0,0,2,1,2,100.3,-0.1455,0,1,0,unlabeled,unlabeled,0,,,False
5425,1,0.0,0,0,1,1,0,0,0,0,0,unlabeled,unlabeled,0,,,
5426,5,0.0,0,2,2,1,112.08,0.0304,0,1,0,unlabeled,unlabeled,0,,,False
5427,2,0.0,0,1,2,1,0.0,-1.0,0,1,0,unlabeled,unlabeled,0,,,False
5428,5,0.0,0,0,0,1,94.67,0.1311,0,0,0,unlabeled,unlabeled,0,,,False
5429,2,1.0,2,1,1,1,3.71,-1.0,1,0,0,unlabeled,unlabeled,0,,,True
5430,1,0.0,0,1,1,1,0,0,0,1,0,unlabeled,unlabeled,0,,,
5431,2,0.0,0,0,0,1,92.17,-1.0,0,0,0,unlabeled,unlabeled,0,,,False
5432,1,1.0,1,1,1,1,0,0,1,0,0,unlabeled,unlabeled,0,,,
5433,1,0.0,0,1,1,1,0,0,0,1,0,unlabeled,unlabeled,0,,,
5434,1,1.0,1,1,1,1,0,0,1,0,0,unlabeled,unlabeled,0,,,
5435,1,0.0,0,1,1,1,0,0,0,1,0,unlabeled,unlabeled,0,,,
5436,2,0.5,1,2,1,1,5.47,-1.0,1,1,1,unlabeled,unlabeled,0,,,True
5437,1,0.0,0,0,0,1,0,0,0,0,0,unlabeled,unlabeled,0,,,
5438,2,0.0,0,0,0,1,32.0,-1.0,0,0,0,unlabeled,unlabeled,0,,,False
5439,1,0.0,0,0,0,1,0,0,0,0,0,unlabeled,unlabeled,0,,,
5440,3,0.0,0,0,0,1,77.0,-0.76,0,0,0,unlabeled,unlabeled,0,,,False
5441,2,0.0,0,2,1,1,99.06,-1.0,0,1,0,unlabeled,unlabeled,0,,,False
5442,2,0.0,0,2,1,1,49.16,-1.0,0,1,0,unlabeled,unlabeled,0,,,False
5443,1,0.0,0,0,0,1,0,0,0,0,0,unlabeled,unlabeled,0,,,
5444,1,0.0,0,0,1,1,0,0,0,0,0,unlabeled,unlabeled,0,,,
5445,3,0.0,0,2,2,1,5.31,0.0,0,1,0,unlabeled,unlabeled,0,,,False
5446,10,0.0,0,0,0,1,71.5,0.2747,0,0,0,unlabeled,unlabeled,0,,,False
5447,1,0.0,0,0,1,1,0,0,0,0,0,unlabeled,unlabeled,0,,,
5448,7,0.1429,1,3,2,1,142.26,0.0475,1,1,1,clean,framing_analysis,0.7,,,False
5449,2,0.0,0,2,1,1,27.22,-1.0,0,1,0,unlabeled,unlabeled,0,,,False
5450,2,0.0,0,1,2,1,0.0,-1.0,0,1,0,unlabeled,unlabeled,0,,,False
5451,2,0.0,0,1,2,1,0.0,-1.0,0,1,0,unlabeled,unlabeled,0,,,False
5452,1,0.0,0,0,0,1,0,0,0,0,0,unlabeled,unlabeled,0,,,
5453,10,1.0,10,1,1,1,90.45,-0.0807,1,0,0,unlabeled,unlabeled,0,,,True
5454,1,0.0,0,1,1,1,0,0,0,1,0,unlabeled,unlabeled,0,,,
5455,2,0.0,0,1,2,1,0.0,-1.0,0,1,0,unlabeled,unlabeled,0,,,False
5456,2,1.0,2,1,1,1,66.33,-1.0,1,0,0,unlabeled,unlabeled,0,,,True
5457,1,1.0,1,1,1,1,0,0,1,0,0,unlabeled,unlabeled,0,,,
5458,1,0.0,0,0,1,1,0,0,0,0,0,unlabeled,unlabeled,0,,,
5459,1,0.0,0,1,1,1,0,0,0,1,0,unlabeled,unlabeled,0,,,
5460,15,0.0,0,5,1,2,266.17,0.257,0,1,0,unlabeled,unlabeled,0,,,False
5462,2,0.0,0,1,2,1,0.0,-1.0,0,1,0,unlabeled,unlabeled,0,,,False
5463,2,0.5,1,1,2,2,5.48,-1.0,1,0,0,unlabeled,unlabeled,0,,,True
5464,1,0.0,0,1,1,1,0,0,0,1,0,unlabeled,unlabeled,0,,,
5465,1,0.0,0,0,1,1,0,0,0,0,0,unlabeled,unlabeled,0,,,
5466,10,0.2,2,2,6,2,253.97,0.2803,1,1,1,unlabeled,unlabeled,0,,,True
5467,4,0.0,0,0,0,1,26.77,-0.119,0,0,0,unlabeled,unlabeled,0,,,False
5468,1,1.0,1,1,1,1,0,0,1,0,0,unlabeled,unlabeled,0,,,
5469,2,1.0,2,1,1,1,3.9,-1.0,1,0,0,unlabeled,unlabeled,0,,,True
5470,3,0.0,0,1,1,1,22.9,-0.1664,0,1,0,unlabeled,unlabeled,0,,,False
5471,1,0.0,0,0,0,1,0,0,0,0,0,unlabeled,unlabeled,0,,,
5472,4,0.0,0,2,1,2,203.33,-0.0613,0,1,0,unlabeled,unlabeled,0,,,False
5473,1,0.0,0,1,1,1,0,0,0,1,0,unlabeled,unlabeled,0,,,
5474,6,0.0,0,2,2,1,215.89,0.13,0,1,0,unlabeled,unlabeled,0,,,False
5475,2,0.0,0,1,1,1,0.93,-1.0,0,1,0,unlabeled,unlabeled,0,,,False
5476,1,0.0,0,1,1,1,0,0,0,1,0,unlabeled,unlabeled,0,,,
5477,5,0.0,0,2,2,1,144.44,-0.0282,0,1,0,unlabeled,unlabeled,0,,,False
5478,1,0.0,0,0,1,1,0,0,0,0,0,unlabeled,unlabeled,0,,,
5479,10,0.7,7,2,2,2,31.95,0.3602,1,1,1,unlabeled,unlabeled,0,,,True
5480,3,0.0,0,2,1,1,121.35,-0.0022,0,1,0,unlabeled,unlabeled,0,,,False
5481,1,0.0,0,1,1,1,0,0,0,1,0,unlabeled,unlabeled,0,,,
5482,4,0.75,3,2,1,1,95.19,-0.2026,1,1,1,unlabeled,unlabeled,0,,,True
5483,1,0.0,0,1,1,1,0,0,0,1,0,unlabeled,unlabeled,0,,,
5484,1,0.0,0,1,1,1,0,0,0,1,0,unlabeled,unlabeled,0,,,
5485,2,0.0,0,1,2,1,0.0,-1.0,0,1,0,unlabeled,unlabeled,0,,,False
5486,2,0.5,1,1,2,2,26.92,-1.0,1,0,0,unlabeled,unlabeled,0,,,True
5487,5,0.8,4,2,1,1,76.42,0.0522,1,1,1,unlabeled,unlabeled,0,,,True
5488,1,1.0,1,1,1,1,0,0,1,0,0,unlabeled,unlabeled,0,,,
5489,5,0.0,0,2,1,1,73.54,-0.2899,0,1,0,unlabeled,unlabeled,0,,,False
5490,2,0.0,0,1,2,1,0.0,-1.0,0,1,0,unlabeled,unlabeled,0,,,False
5491,1,1.0,1,1,1,1,0,0,1,0,0,unlabeled,unlabeled,0,,,
5492,11,0.0,0,0,0,1,48.0,0.1722,0,0,0,unlabeled,unlabeled,0,,,False
5493,4,0.0,0,1,0,1,128.25,-0.1291,0,1,0,unlabeled,unlabeled,0,,,False
5494,3,0.0,0,2,2,1,149.2,0.0,0,1,0,unlabeled,unlabeled,0,,,False
5495,2,0.0,0,0,0,1,70.1,-1.0,0,0,0,unlabeled,unlabeled,0,,,False
5497,3,1.0,3,1,1,1,49.0,-0.0686,1,0,0,unlabeled,unlabeled,0,,,True
5498,1,0.0,0,1,1,1,0,0,0,1,0,unlabeled,unlabeled,0,,,
5499,2,0.5,1,1,2,1,89.63,-1.0,1,0,0,unlabeled,unlabeled,0,,,True
5500,1,1.0,1,1,1,1,0,0,1,0,0,unlabeled,unlabeled,0,,,
5501,2,0.0,0,1,1,1,31.12,-1.0,0,1,0,unlabeled,unlabeled,0,,,False
5502,1,1.0,1,1,1,1,0,0,1,0,0,unlabeled,unlabeled,0,,,
5503,1,0.0,0,1,1,1,0,0,0,1,0,unlabeled,unlabeled,0,,,
5504,1,0.0,0,1,1,1,0,0,0,1,0,unlabeled,unlabeled,0,,,
5505,1,0.0,0,1,1,1,0,0,0,1,0,unlabeled,unlabeled,0,,,
5506,3,0.0,0,1,1,2,52.78,-0.2935,0,1,0,unlabeled,unlabeled,0,,,False
5507,1,0.0,0,1,1,1,0,0,0,1,0,unlabeled,unlabeled,0,,,
5508,7,0.0,0,0,0,1,67.0,0.1797,0,0,0,unlabeled,unlabeled,0,,,False
5509,2,0.0,0,0,0,1,75.25,-1.0,0,0,0,unlabeled,unlabeled,0,,,False
5510,7,0.0,0,0,0,1,43.25,0.2131,0,0,0,unlabeled,unlabeled,0,,,False
5511,3,0.0,0,1,1,2,69.29,-0.0073,0,1,0,unlabeled,unlabeled,0,,,False
5512,1,0.0,0,1,1,1,0,0,0,1,0,unlabeled,unlabeled,0,,,
5513,4,0.0,0,1,2,1,19.35,0.0047,0,1,0,unlabeled,unlabeled,0,,,False
5514,3,0.0,0,1,1,1,58.25,-0.6635,0,1,0,unlabeled,unlabeled,0,,,False
5515,1,0.0,0,1,1,1,0,0,0,1,0,unlabeled,unlabeled,0,,,
5516,1,1.0,1,1,1,1,0,0,1,0,0,unlabeled,unlabeled,0,,,
5517,1,0.0,0,0,0,1,0,0,0,0,0,unlabeled,unlabeled,0,,,
5518,2,0.0,0,1,2,1,0.0,-1.0,0,1,0,unlabeled,unlabeled,0,,,False
5519,5,0.0,0,1,2,1,45.17,-0.0329,0,1,0,unlabeled,unlabeled,0,,,False
5520,3,0.0,0,2,1,2,257.12,-0.422,0,1,0,unlabeled,unlabeled,0,,,False
5521,3,0.0,0,1,1,1,1.81,0.0,0,1,0,unlabeled,unlabeled,0,,,False
5522,2,0.0,0,1,2,1,0.0,-1.0,0,1,0,unlabeled,unlabeled,0,,,False
5523,1,0.0,0,0,0,1,0,0,0,0,0,unlabeled,unlabeled,0,,,
5524,5,0.0,0,3,2,1,219.91,0.1974,0,1,0,unlabeled,unlabeled,0,,,False
5525,3,0.0,0,2,2,1,68.23,0.0,0,1,0,unlabeled,unlabeled,0,,,False
5526,4,0.5,2,3,1,1,110.84,0.1507,1,1,1,unlabeled,unlabeled,0,,,True
5527,1,0.0,0,0,0,1,0,0,0,0,0,unlabeled,unlabeled,0,,,
5528,5,0.0,0,4,1,1,164.87,-0.2114,0,1,0,unlabeled,unlabeled,0,,,False
5529,3,0.6667,2,1,1,2,61.22,-0.1197,1,0,0,unlabeled,unlabeled,0,,,True
5530,1,1.0,1,1,1,1,0,0,1,0,0,unlabeled,unlabeled,0,,,
5531,2,0.0,0,1,2,1,0.0,-1.0,0,1,0,unlabeled,unlabeled,0,,,False
5532,1,0.0,0,1,1,1,0,0,0,1,0,unlabeled,unlabeled,0,,,
5533,4,0.25,1,2,1,1,13.57,0.0973,1,1,1,clean,framing_analysis,0.7,,,False
5534,1,0.0,0,0,0,1,0,0,0,0,0,unlabeled,unlabeled,0,,,
5535,2,1.0,2,1,1,1,0.54,-1.0,1,0,0,unlabeled,unlabeled,0,,,True
5536,4,0.0,0,3,1,1,15.9,-0.1905,0,1,0,unlabeled,unlabeled,0,,,False
5537,6,0.0,0,3,1,2,21.07,0.1026,0,1,0,unlabeled,unlabeled,0,,,False
5538,2,0.0,0,1,1,1,63.28,-1.0,0,1,0,unlabeled,unlabeled,0,,,False
5539,1,0.0,0,0,0,1,0,0,0,0,0,unlabeled,unlabeled,0,,,
5540,3,0.0,0,0,0,1,71.75,-0.211,0,0,0,unlabeled,unlabeled,0,,,False
5541,8,0.0,0,0,0,1,59.75,-0.0618,0,0,0,unlabeled,unlabeled,0,,,False
5542,4,0.0,0,1,0,1,152.0,-0.3136,0,1,0,unlabeled,unlabeled,0,,,False
5543,10,0.0,0,0,0,1,47.75,0.0798,0,0,0,unlabeled,unlabeled,0,,,False
5544,2,0.5,1,2,1,1,19.5,-1.0,1,1,1,unlabeled,unlabeled,0,,,True
5545,2,0.0,0,0,0,1,8.25,-1.0,0,0,0,unlabeled,unlabeled,0,,,False
5546,5,0.8,4,2,1,1,159.72,0.1666,1,1,1,unlabeled,unlabeled,0,,,True
5547,2,0.0,0,1,2,1,0.0,-1.0,0,1,0,unlabeled,unlabeled,0,,,False
5548,5,0.0,0,2,1,1,192.03,-0.4704,0,1,0,unlabeled,unlabeled,0,,,False
5549,3,0.3333,1,2,1,1,11.45,-0.1374,1,1,1,unlabeled,unlabeled,0,,,False
5550,13,0.0,0,2,2,2,170.46,-0.0713,0,1,0,unlabeled,unlabeled,0,,,False
5551,3,0.0,0,1,2,1,11.14,0.0,0,1,0,unlabeled,unlabeled,0,,,False
5552,1,0.0,0,1,1,1,0,0,0,1,0,unlabeled,unlabeled,0,,,
5553,6,0.8333,5,2,1,1,73.14,-0.0337,1,1,1,unlabeled,unlabeled,0,,,True
5554,13,0.6154,8,2,1,1,243.12,0.0448,1,1,1,unlabeled,unlabeled,0,,,True
5555,4,0.75,3,1,2,1,87.41,0.1177,1,0,0,unlabeled,unlabeled,0,,,True
5556,1,0.0,0,1,1,1,0,0,0,1,0,unlabeled,unlabeled,0,,,
5557,1,0.0,0,1,1,1,0,0,0,1,0,unlabeled,unlabeled,0,,,
5558,5,0.0,0,0,0,1,52.25,0.265,0,0,0,unlabeled,unlabeled,0,,,False
5559,3,0.0,0,0,0,1,16.25,-0.413,0,0,0,unlabeled,unlabeled,0,,,False
5560,2,0.0,0,0,0,1,40.0,-1.0,0,0,0,unlabeled,unlabeled,0,,,False
5561,1,0.0,0,0,0,1,0,0,0,0,0,unlabeled,unlabeled,0,,,
5562,1,0.0,0,0,0,1,0,0,0,0,0,unlabeled,unlabeled,0,,,
5563,3,1.0,3,1,1,1,11.26,-0.3993,1,0,0,unlabeled,unlabeled,0,,,True
5564,4,0.0,0,0,0,1,18.75,0.1204,0,0,0,unlabeled,unlabeled,0,,,False
5565,1,0.0,0,0,0,1,0,0,0,0,0,unlabeled,unlabeled,0,,,
5566,2,1.0,2,1,1,1,18.98,-1.0,1,0,0,unlabeled,unlabeled,0,,,True
5567,11,0.8182,9,2,1,1,149.38,0.0126,1,1,1,unlabeled,unlabeled,0,,,True
5568,3,0.6667,2,2,1,1,183.86,-0.0665,1,1,1,clean,framing_analysis,0.8,,,True
5569,15,0.6,9,2,1,1,142.14,0.2515,1,1,1,unlabeled,unlabeled,0,,,True
5570,2,0.5,1,1,2,2,94.17,-1.0,1,0,0,unlabeled,unlabeled,0,,,True
5571,1,0.0,0,1,1,1,0,0,0,1,0,unlabeled,unlabeled,0,,,
5572,3,0.0,0,1,0,1,115.5,-0.5298,0,1,0,unlabeled,unlabeled,0,,,False
5573,2,0.0,0,0,0,1,0.5,-1.0,0,0,0,unlabeled,unlabeled,0,,,False
5574,3,0.0,0,0,0,1,40.0,-0.4545,0,0,0,unlabeled,unlabeled,0,,,False
5575,2,0.0,0,1,0,1,115.5,-1.0,0,1,0,unlabeled,unlabeled,0,,,False
5576,1,0.0,0,0,0,1,0,0,0,0,0,unlabeled,unlabeled,0,,,
5577,2,0.0,0,0,0,1,36.25,-1.0,0,0,0,unlabeled,unlabeled,0,,,False
5578,1,0.0,0,0,0,1,0,0,0,0,0,unlabeled,unlabeled,0,,,
5579,1,1.0,1,1,1,1,0,0,1,0,0,unlabeled,unlabeled,0,,,
5580,15,0.0,0,1,0,1,103.0,0.1624,0,1,0,unlabeled,unlabeled,0,,,False
5581,1,0.0,0,0,0,1,0,0,0,0,0,unlabeled,unlabeled,0,,,
5582,1,0.0,0,0,0,1,0,0,0,0,0,unlabeled,unlabeled,0,,,
5583,6,0.0,0,3,2,1,202.28,0.1356,0,1,0,unlabeled,unlabeled,0,,,False
5584,3,1.0,3,1,1,1,130.75,-0.001,1,0,0,unlabeled,unlabeled,0,,,True
5585,4,1.0,4,1,1,1,3.0,-0.5968,1,0,0,unlabeled,unlabeled,0,,,True
5586,1,0.0,0,1,1,1,0,0,0,1,0,unlabeled,unlabeled,0,,,
5587,1,1.0,1,1,1,1,0,0,1,0,0,unlabeled,unlabeled,0,,,
5588,3,0.0,0,0,0,1,34.75,-0.1032,0,0,0,unlabeled,unlabeled,0,,,False
5589,1,0.0,0,1,1,1,0,0,0,1,0,unlabeled,unlabeled,0,,,
5590,3,0.0,0,2,1,1,92.59,-0.0,0,1,0,unlabeled,unlabeled,0,,,False
5591,4,0.0,0,2,1,1,92.59,0.1279,0,1,0,unlabeled,unlabeled,0,,,False
5592,4,0.0,0,2,1,1,92.59,-0.0771,0,1,0,unlabeled,unlabeled,0,,,False
5593,3,0.0,0,1,1,2,5.03,-0.1439,0,1,0,unlabeled,unlabeled,0,,,False
5594,1,1.0,1,1,1,1,0,0,1,0,0,unlabeled,unlabeled,0,,,
5595,1,0.0,0,0,0,1,0,0,0,0,0,unlabeled,unlabeled,0,,,
5596,3,0.0,0,0,0,1,52.0,-0.0947,0,0,0,unlabeled,unlabeled,0,,,False
5597,1,0.0,0,1,1,1,0,0,0,1,0,unlabeled,unlabeled,0,,,
5598,1,0.0,0,0,0,1,0,0,0,0,0,unlabeled,unlabeled,0,,,
5599,1,0.0,0,0,0,1,0,0,0,0,0,unlabeled,unlabeled,0,,,
5600,1,0.0,0,0,0,1,0,0,0,0,0,unlabeled,unlabeled,0,,,
5601,1,1.0,1,1,1,1,0,0,1,0,0,unlabeled,unlabeled,0,,,
5602,1,0.0,0,1,1,1,0,0,0,1,0,unlabeled,unlabeled,0,,,
5603,10,0.0,0,3,1,1,182.82,0.0152,0,1,0,unlabeled,unlabeled,0,,,False
5604,2,1.0,2,1,1,1,24.13,-1.0,1,0,0,unlabeled,unlabeled,0,,,True
5605,10,0.1,1,1,1,2,34.53,0.3055,1,0,0,unlabeled,unlabeled,0,,,False
5606,5,0.0,0,0,0,1,34.5,-0.1046,0,0,0,unlabeled,unlabeled,0,,,False
5607,1,1.0,1,1,1,1,0,0,1,0,0,unlabeled,unlabeled,0,,,
5608,1,1.0,1,1,1,1,0,0,1,0,0,unlabeled,unlabeled,0,,,
5609,2,0.0,0,1,2,1,0.0,-1.0,0,1,0,unlabeled,unlabeled,0,,,False
5610,1,0.0,0,0,0,1,0,0,0,0,0,unlabeled,unlabeled,0,,,
5611,3,0.0,0,0,0,1,15.0,-0.3636,0,0,0,unlabeled,unlabeled,0,,,False
5612,2,0.0,0,1,1,2,10.85,-1.0,0,1,0,unlabeled,unlabeled,0,,,False
5613,2,0.0,0,1,2,1,0.0,-1.0,0,1,0,unlabeled,unlabeled,0,,,False
5614,1,0.0,0,1,1,1,0,0,0,1,0,unlabeled,unlabeled,0,,,
5615,1,0.0,0,0,1,1,0,0,0,0,0,unlabeled,unlabeled,0,,,
5616,2,0.0,0,2,1,1,102.34,-1.0,0,1,0,unlabeled,unlabeled,0,,,False
5617,1,0.0,0,0,0,1,0,0,0,0,0,unlabeled,unlabeled,0,,,
5618,4,0.75,3,2,1,1,56.98,-0.4486,1,1,1,unlabeled,unlabeled,0,,,True
5619,3,0.6667,2,2,1,1,123.24,-0.0165,1,1,1,unlabeled,unlabeled,0,,,True
5620,2,0.0,0,0,0,1,2.45,-1.0,0,0,0,unlabeled,unlabeled,0,,,False
5621,1,0.0,0,1,1,1,0,0,0,1,0,unlabeled,unlabeled,0,,,
5622,3,0.0,0,1,1,1,32.83,-0.199,0,1,0,unlabeled,unlabeled,0,,,False
5623,10,0.0,0,2,1,1,52.0,-0.0016,0,1,0,unlabeled,unlabeled,0,,,False
5624,1,1.0,1,1,1,1,0,0,1,0,0,unlabeled,unlabeled,0,,,
5625,13,0.3077,4,5,3,2,126.14,0.3693,1,1,1,clean,framing_analysis,0.7,,,True
5626,2,0.0,0,0,0,1,56.2,-1.0,0,0,0,unlabeled,unlabeled,0,,,False
5627,2,0.0,0,1,2,1,0.0,-1.0,0,1,0,unlabeled,unlabeled,0,,,False
5628,2,0.0,0,1,1,1,19.74,-1.0,0,1,0,unlabeled,unlabeled,0,,,False
5629,2,0.0,0,0,0,1,55.19,-1.0,0,0,0,unlabeled,unlabeled,0,,,False
5630,3,0.6667,2,2,1,1,68.03,-0.4684,1,1,1,unlabeled,unlabeled,0,,,True
5631,1,0.0,0,1,1,1,0,0,0,1,0,unlabeled,unlabeled,0,,,
5632,6,0.0,0,1,0,1,119.25,0.0944,0,1,0,unlabeled,unlabeled,0,,,False
5633,1,0.0,0,0,0,1,0,0,0,0,0,unlabeled,unlabeled,0,,,
5634,7,0.0,0,2,2,1,140.68,0.0164,0,1,0,unlabeled,unlabeled,0,,,False
5635,1,1.0,1,1,1,1,0,0,1,0,0,unlabeled,unlabeled,0,,,
5636,1,1.0,1,1,1,1,0,0,1,0,0,unlabeled,unlabeled,0,,,
5637,2,0.0,0,2,1,1,52.32,-1.0,0,1,0,unlabeled,unlabeled,0,,,False
5638,1,0.0,0,0,0,1,0,0,0,0,0,unlabeled,unlabeled,0,,,
5639,1,0.0,0,0,0,1,0,0,0,0,0,unlabeled,unlabeled,0,,,
5640,5,0.0,0,2,1,2,1.05,-0.1651,0,1,0,unlabeled,unlabeled,0,,,False
5641,1,0.0,0,1,1,1,0,0,0,1,0,unlabeled,unlabeled,0,,,
5642,2,0.0,0,0,0,1,46.4,-1.0,0,0,0,unlabeled,unlabeled,0,,,False
5643,1,0.0,0,0,1,1,0,0,0,0,0,unlabeled,unlabeled,0,,,
5644,1,0.0,0,1,1,1,0,0,0,1,0,unlabeled,unlabeled,0,,,
5645,3,0.0,0,1,1,2,24.02,-0.0146,0,1,0,unlabeled,unlabeled,0,,,False
5646,1,0.0,0,1,1,1,0,0,0,1,0,unlabeled,unlabeled,0,,,
5647,3,0.0,0,0,0,1,3.75,-0.25,0,0,0,unlabeled,unlabeled,0,,,False
5648,1,0.0,0,0,1,1,0,0,0,0,0,unlabeled,unlabeled,0,,,
5649,2,0.0,0,1,2,1,0.0,-1.0,0,1,0,unlabeled,unlabeled,0,,,False
5650,1,0.0,0,1,1,1,0,0,0,1,0,unlabeled,unlabeled,0,,,
5651,8,0.875,7,2,1,1,173.96,0.072,1,1,1,unlabeled,unlabeled,0,,,True
5652,2,0.0,0,0,0,1,26.25,-1.0,0,0,0,unlabeled,unlabeled,0,,,False
5653,2,0.0,0,1,2,1,0.0,-1.0,0,1,0,unlabeled,unlabeled,0,,,False
5654,2,0.0,0,1,1,1,1.14,-1.0,0,1,0,unlabeled,unlabeled,0,,,False
5655,1,0.0,0,0,0,1,0,0,0,0,0,unlabeled,unlabeled,0,,,
5656,13,0.0769,1,4,3,3,150.13,0.1844,1,1,1,clean,framing_analysis,0.7,,,False
5657,2,0.0,0,1,1,1,1.97,-1.0,0,1,0,unlabeled,unlabeled,0,,,False
5658,1,0.0,0,1,1,1,0,0,0,1,0,unlabeled,unlabeled,0,,,
5659,2,0.0,0,1,2,1,98.13,-1.0,0,1,0,unlabeled,unlabeled,0,,,False
5660,1,0.0,0,1,1,1,0,0,0,1,0,unlabeled,unlabeled,0,,,
5661,1,0.0,0,1,1,1,0,0,0,1,0,unlabeled,unlabeled,0,,,
5662,1,0.0,0,0,0,1,0,0,0,0,0,unlabeled,unlabeled,0,,,
5663,1,0.0,0,1,1,1,0,0,0,1,0,unlabeled,unlabeled,0,,,
5664,2,0.0,0,1,1,1,3.06,-1.0,0,1,0,unlabeled,unlabeled,0,,,False
5665,2,0.0,0,1,1,1,0.48,-1.0,0,1,0,unlabeled,unlabeled,0,,,False
5666,1,0.0,0,0,0,1,0,0,0,0,0,unlabeled,unlabeled,0,,,
5667,5,0.0,0,0,0,1,50.5,-0.0005,0,0,0,unlabeled,unlabeled,0,,,False
5668,1,0.0,0,0,0,1,0,0,0,0,0,unlabeled,unlabeled,0,,,
5669,15,0.8,12,2,1,1,130.23,0.0374,1,1,1,unlabeled,unlabeled,0,,,True
5670,1,1.0,1,1,1,1,0,0,1,0,0,unlabeled,unlabeled,0,,,
5671,3,0.0,0,0,0,1,4.02,-0.1196,0,0,0,unlabeled,unlabeled,0,,,False
5672,1,1.0,1,1,1,1,0,0,1,0,0,unlabeled,unlabeled,0,,,
5673,1,1.0,1,1,1,1,0,0,1,0,0,unlabeled,unlabeled,0,,,
5674,1,0.0,0,0,0,1,0,0,0,0,0,unlabeled,unlabeled,0,,,
5675,1,1.0,1,1,1,1,0,0,1,0,0,unlabeled,unlabeled,0,,,
5676,1,1.0,1,1,1,1,0,0,1,0,0,unlabeled,unlabeled,0,,,
5677,15,0.8667,13,2,1,1,143.32,0.1134,1,1,1,unlabeled,unlabeled,0,,,True
5678,1,1.0,1,1,1,1,0,0,1,0,0,unlabeled,unlabeled,0,,,
5679,2,0.0,0,0,0,1,27.75,-1.0,0,0,0,unlabeled,unlabeled,0,,,False
5680,1,0.0,0,1,1,1,0,0,0,1,0,unlabeled,unlabeled,0,,,
5681,3,0.0,0,1,1,2,40.01,-0.9229,0,1,0,unlabeled,unlabeled,0,,,False
5682,1,0.0,0,1,1,1,0,0,0,1,0,unlabeled,unlabeled,0,,,
